window_start	window_end	cigar_string
125663768	125664767	1852=1X8392=
125664768	125665767	8392=
125665768	125666767	8392=
125666768	125667767	8392=
125667768	125668767	8392=
125668768	125669767	8392=
125669768	125670767	8392=
125670768	125671767	8392=
125671768	125672767	8392=1X2097=
125672768	125673767	2097=
125673768	125674767	2097=1X2447=
125674768	125675767	2447=
125675768	125676767	2447=
125676768	125677767	2447=1X1945=
125677768	125678767	1945=
125678768	125679767	1945=1X1163=
125679768	125680767	1163=1X11716=
125680768	125681767	11716=
125681768	125682767	11716=
125682768	125683767	11716=
125683768	125684767	11716=
125684768	125685767	11716=
125685768	125686767	11716=
125686768	125687767	11716=
125687768	125688767	11716=
125688768	125689767	11716=
125689768	125690767	11716=
125690768	125691767	11716=
125691768	125692767	11716=1X83=1X892=
125692768	125693767	892=1X139=1X6=1D7=1X4=1X162=340I225=1X258=
125693768	125694767	258=1X15=1X11=1X13=1X13=1X19=1702I7930=
125694768	125695767	7930=
125695768	125696767	7930=
125696768	125697767	7930=
125697768	125698767	7930=
125698768	125699767	7930=
125699768	125700767	7930=
125700768	125701767	7930=
125701768	125702767	7930=1X1576=
125702768	125703767	1576=6451D
125703768	125704767	6451D
125704768	125705767	6451D
125705768	125706767	6451D
125706768	125707767	6451D
125707768	125708767	6451D
125708768	125709767	6451D
125709768	125710767	6451D1770=
125710768	125711767	1770=1X4831=
125711768	125712767	4831=
125712768	125713767	4831=
125713768	125714767	4831=
125714768	125715767	4831=
125715768	125716767	4831=1X56=1X43=1X531=
125716768	125717767	531=1X4918=
125717768	125718767	4918=
125718768	125719767	4918=
125719768	125720767	4918=
125720768	125721767	4918=
125721768	125722767	4918=1X3408=
125722768	125723767	3408=
125723768	125724767	3408=
125724768	125725767	3408=1X7727=
125725768	125726767	7727=
125726768	125727767	7727=
125727768	125728767	7727=
125728768	125729767	7727=
125729768	125730767	7727=
125730768	125731767	7727=
125731768	125732767	7727=
125732768	125733767	7727=1X1777=
125733768	125734767	1777=
125734768	125735767	1777=1X845=1X7412=
125735768	125736767	7412=
125736768	125737767	7412=
125737768	125738767	7412=
125738768	125739767	7412=
125739768	125740767	7412=
125740768	125741767	7412=
125741768	125742767	7412=
125742768	125743767	7412=340I471=4079I992=
125743768	125744767	992=1X679=
125744768	125745767	679=1X3782=
125745768	125746767	3782=
125746768	125747767	3782=
125747768	125748767	3782=
125748768	125749767	3782=3397D
125749768	125750767	3397D
125750768	125751767	3397D
125751768	125752767	3397D2149=
125752768	125753767	2149=
125753768	125754767	2149=1X35=1X2=1X12=2X2=1X4=1X1=1X8=1X6=1X3=1X5=1X24=1I2=1D14=1X6=1X13=1X2=1X
125754768	125755767	1X1=1X3=1X443=1X812=
125755768	125756767	812=1X3=1X1527=
125756768	125757767	1527=1X963=
125757768	125758767	963=1X6920=
125758768	125759767	6920=
125759768	125760767	6920=
125760768	125761767	6920=
125761768	125762767	6920=
125762768	125763767	6920=
125763768	125764767	6920=
125764768	125765767	6920=1X595=
125765768	125766767	595=1X1035=
125766768	125767767	1035=1699I4429=
125767768	125768767	4429=
125768768	125769767	4429=
125769768	125770767	4429=
125770768	125771767	4429=1X3964=
125771768	125772767	3964=
125772768	125773767	3964=
125773768	125774767	3964=
125774768	125775767	3964=1X193=1X47=1X304=
125775768	125776767	304=1X407=1698I1236=
125776768	125777767	1236=1X4411=
125777768	125778767	4411=
125778768	125779767	4411=
125779768	125780767	4411=
125780768	125781767	4411=
125781768	125782767	4411=1X2073=
125782768	125783767	2073=
125783768	125784767	2073=1X421=1X577=
125784768	125785767	577=2378I438=2039D
125785768	125786767	2039D
125786768	125787767	2039D353=
125787768	125788767	353=1X563=1X41=1X12=1X19=1X18=1X12=2X2=1X4=1X10=1X10=1X21=1X8=2X7=1X2=1X3=1X7=1X13=1X4=1X14=
125788768	125789767	14=1X7=1X5=1X2=66504D
125789768	125790767	66504D
125790768	125791767	66504D
125791768	125792767	66504D
125792768	125793767	66504D
125793768	125794767	66504D
125794768	125795767	66504D
125795768	125796767	66504D
125796768	125797767	66504D
125797768	125798767	66504D
125798768	125799767	66504D
125799768	125800767	66504D
125800768	125801767	66504D
125801768	125802767	66504D
125802768	125803767	66504D
125803768	125804767	66504D
125804768	125805767	66504D
125805768	125806767	66504D
125806768	125807767	66504D
125807768	125808767	66504D
125808768	125809767	66504D
125809768	125810767	66504D
125810768	125811767	66504D
125811768	125812767	66504D
125812768	125813767	66504D
125813768	125814767	66504D
125814768	125815767	66504D
125815768	125816767	66504D
125816768	125817767	66504D
125817768	125818767	66504D
125818768	125819767	66504D
125819768	125820767	66504D
125820768	125821767	66504D
125821768	125822767	66504D
125822768	125823767	66504D
125823768	125824767	66504D
125824768	125825767	66504D
125825768	125826767	66504D
125826768	125827767	66504D
125827768	125828767	66504D
125828768	125829767	66504D
125829768	125830767	66504D
125830768	125831767	66504D
125831768	125832767	66504D
125832768	125833767	66504D
125833768	125834767	66504D
125834768	125835767	66504D
125835768	125836767	66504D
125836768	125837767	66504D
125837768	125838767	66504D
125838768	125839767	66504D
125839768	125840767	66504D
125840768	125841767	66504D
125841768	125842767	66504D
125842768	125843767	66504D
125843768	125844767	66504D
125844768	125845767	66504D
125845768	125846767	66504D
125846768	125847767	66504D
125847768	125848767	66504D
125848768	125849767	66504D
125849768	125850767	66504D
125850768	125851767	66504D
125851768	125852767	66504D
125852768	125853767	66504D
125853768	125854767	66504D
125854768	125855767	66504D1=1I20=1X11=1X11=2X3=1X3=1X10=1X5=1X10=1X9=2X4=1X1I3=1D17=1X3=1X3=1X5=1X1=3X17=1X6=1X16=1X22=1X3=1X3=1X10=1X12=1X6=1X12=1X7=1D2=1I6=1X10=1X11=1I9=1X1=1X2=1X12=1X4=1X2=1X3=1X1=1X1=1X2=1X8=1X14=1X7=1X5=1X14=1X38=1X3=2I2=1D3=1X7=1X12=1X11=
125855768	125856767	11=1X12=1X45=1X16=1X1=1X4=1X51=1X15=1X13=1X4=1X1=1X1=1X2162=
125856768	125857767	2162=
125857768	125858767	2162=2375I8247=
125858768	125859767	8247=
125859768	125860767	8247=
125860768	125861767	8247=
125861768	125862767	8247=
125862768	125863767	8247=
125863768	125864767	8247=
125864768	125865767	8247=
125865768	125866767	8247=1X5359=
125866768	125867767	5359=
125867768	125868767	5359=
125868768	125869767	5359=
125869768	125870767	5359=
125870768	125871767	5359=1X601=
125871768	125872767	601=340D3012=
125872768	125873767	3012=
125873768	125874767	3012=
125874768	125875767	3012=1X564=
125875768	125876767	564=1X1992=
125876768	125877767	1992=
125877768	125878767	1992=1D2669=
125878768	125879767	2669=
125879768	125880767	2669=
125880768	125881767	2669=1X1773=
125881768	125882767	1773=1X2168=
125882768	125883767	2168=
125883768	125884767	2168=
125884768	125885767	2168=4032D
125885768	125886767	4032D
125886768	125887767	4032D
125887768	125888767	4032D
125888768	125889767	4032D175=1X7199=
125889768	125890767	7199=
125890768	125891767	7199=
125891768	125892767	7199=
125892768	125893767	7199=
125893768	125894767	7199=
125894768	125895767	7199=
125895768	125896767	7199=7135I5891=
125896768	125897767	5891=
125897768	125898767	5891=
125898768	125899767	5891=
125899768	125900767	5891=
125900768	125901767	5891=
125901768	125902767	5891=1X371=1X327=
125902768	125903767	327=1X648=341D
125903768	125904767	341D661=1X4911=
125904768	125905767	4911=
125905768	125906767	4911=
125906768	125907767	4911=
125907768	125908767	4911=
125908768	125909767	4911=1X2927=
125909768	125910767	2927=
125910768	125911767	2927=
125911768	125912767	2927=1X85=11894D
125912768	125913767	11894D
125913768	125914767	11894D
125914768	125915767	11894D
125915768	125916767	11894D
125916768	125917767	11894D
125917768	125918767	11894D
125918768	125919767	11894D
125919768	125920767	11894D
125920768	125921767	11894D
125921768	125922767	11894D
125922768	125923767	11894D
125923768	125924767	11894D333=1X1951=
125924768	125925767	1951=
125925768	125926767	1951=1X707=
125926768	125927767	707=1D2276=
125927768	125928767	2276=
125928768	125929767	2276=1X2887=
125929768	125930767	2887=
125930768	125931767	2887=
125931768	125932767	2887=1X5374=
125932768	125933767	5374=
125933768	125934767	5374=
125934768	125935767	5374=
125935768	125936767	5374=
125936768	125937767	5374=
125937768	125938767	5374=1X78=1D2=1020D
125938768	125939767	1020D56=1X42=1X6150=
125939768	125940767	6150=
125940768	125941767	6150=
125941768	125942767	6150=
125942768	125943767	6150=
125943768	125944767	6150=
125944768	125945767	6150=1X2718=
125945768	125946767	2718=
125946768	125947767	2718=
125947768	125948767	2718=1X1177=
125948768	125949767	1177=1X12=1X21=1I3=1D137=340D795=
125949768	125950767	795=1X3711=
125950768	125951767	3711=
125951768	125952767	3711=
125952768	125953767	3711=
125953768	125954767	3711=1X4020=
125954768	125955767	4020=
125955768	125956767	4020=
125956768	125957767	4020=
125957768	125958767	4020=1355D
125958768	125959767	1355D24=1X30=1X19=1X231=
125959768	125960767	231=2X229=1356D
125960768	125961767	1356D5=1X12=1X814=
125961768	125962767	814=1X760=
125962768	125963767	760=1X5124=
125963768	125964767	5124=
125964768	125965767	5124=
125965768	125966767	5124=
125966768	125967767	5124=
125967768	125968767	5124=1X3092=
125968768	125969767	3092=
125969768	125970767	3092=
125970768	125971767	3092=1X269=1X205=1X1497=
125971768	125972767	1497=
125972768	125973767	1497=1X2222=
125973768	125974767	2222=
125974768	125975767	2222=1X7082=
125975768	125976767	7082=
125976768	125977767	7082=
125977768	125978767	7082=
125978768	125979767	7082=
125979768	125980767	7082=
125980768	125981767	7082=
125981768	125982767	7082=1021I9=1X1643=
125982768	125983767	1643=
125983768	125984767	1643=1X9989=
125984768	125985767	9989=
125985768	125986767	9989=
125986768	125987767	9989=
125987768	125988767	9989=
125988768	125989767	9989=
125989768	125990767	9989=
125990768	125991767	9989=
125991768	125992767	9989=
125992768	125993767	9989=
125993768	125994767	9989=1X2138=
125994768	125995767	2138=
125995768	125996767	2138=1X1313=
125996768	125997767	1313=1X2863=
125997768	125998767	2863=
125998768	125999767	2863=
125999768	126000767	2863=1X1918=
126000768	126001767	1918=
126001768	126002767	1918=1X1969=
126002768	126003767	1969=
126003768	126004767	1969=1X1919=
126004768	126005767	1919=
126005768	126006767	1919=1X1444=
126006768	126007767	1444=1020I3445=
126007768	126008767	3445=
126008768	126009767	3445=
126009768	126010767	3445=
126010768	126011767	3445=1X128=1X2021=
126011768	126012767	2021=
126012768	126013767	2021=1X3195=
126013768	126014767	3195=
126014768	126015767	3195=
126015768	126016767	3195=680I1576=
126016768	126017767	1576=
126017768	126018767	1576=1020I4222=
126018768	126019767	4222=
126019768	126020767	4222=
126020768	126021767	4222=
126021768	126022767	4222=1X69=1X157=1X3703=
126022768	126023767	3703=
126023768	126024767	3703=
126024768	126025767	3703=
126025768	126026767	3703=1X965=
126026768	126027767	965=1X1578=
126027768	126028767	1578=1X1054=
126028768	126029767	1054=
126029768	126030767	1054=1X196=1X11=1X79=1X23=1X41=1X8=1I3=3404D
126030768	126031767	3404D
126031768	126032767	3404D
126032768	126033767	3404D30=1X1=1X2=1X3=1X9=1X6=1X27=1X16=1X13=1X27=1I4=1D34=1X770=
126033768	126034767	770=1X905=
126034768	126035767	905=1X7=1X4229=
126035768	126036767	4229=
126036768	126037767	4229=
126037768	126038767	4229=
126038768	126039767	4229=1X173=
126039768	126040767	173=1X237=1X2624=
126040768	126041767	2624=
126041768	126042767	2624=1X942=
126042768	126043767	942=340I1731=
126043768	126044767	1731=
126044768	126045767	1731=1X275=1X65=1X1123=
126045768	126046767	1123=
126046768	126047767	1123=1X1373=
126047768	126048767	1373=1X642=
126048768	126049767	642=1X1194=
126049768	126050767	1194=1X4113=
126050768	126051767	4113=
126051768	126052767	4113=
126052768	126053767	4113=
126053768	126054767	4113=1X2068=
126054768	126055767	2068=
126055768	126056767	2068=1X1719=
126056768	126057767	1719=
126057768	126058767	1719=1X1442=
126058768	126059767	1442=1X599=
126059768	126060767	599=1X874=
126060768	126061767	874=1X194=1I217=1X2303=
126061768	126062767	2303=
126062768	126063767	2303=1X347=
126063768	126064767	347=1X4168=
126064768	126065767	4168=
126065768	126066767	4168=
126066768	126067767	4168=
126067768	126068767	4168=1X412=1X2146=
126068768	126069767	2146=
126069768	126070767	2146=1X829=
126070768	126071767	829=2380D
126071768	126072767	2380D
126072768	126073767	2380D
126073768	126074767	2380D5045=
126074768	126075767	5045=
126075768	126076767	5045=
126076768	126077767	5045=
126077768	126078767	5045=
126078768	126079767	5045=1X2452=
126079768	126080767	2452=
126080768	126081767	2452=1X2614=
126081768	126082767	2614=
126082768	126083767	2614=
126083768	126084767	2614=680I5051=
126084768	126085767	5051=
126085768	126086767	5051=
126086768	126087767	5051=
126087768	126088767	5051=
126088768	126089767	5051=340I1011=
126089768	126090767	1011=1X2128=
126090768	126091767	2128=
126091768	126092767	2128=1X1650=
126092768	126093767	1650=
126093768	126094767	1650=1D3820=
126094768	126095767	3820=
126095768	126096767	3820=
126096768	126097767	3820=1X5378=
126097768	126098767	5378=
126098768	126099767	5378=
126099768	126100767	5378=
126100768	126101767	5378=
126101768	126102767	5378=
126102768	126103767	5378=1X4787=
126103768	126104767	4787=
126104768	126105767	4787=
126105768	126106767	4787=
126106768	126107767	4787=
126107768	126108767	4787=1X665=1X853=
126108768	126109767	853=1X179=1X1035=
126109768	126110767	1035=1X1=1X2339=
126110768	126111767	2339=
126111768	126112767	2339=
126112768	126113767	2339=1X2729=
126113768	126114767	2729=
126114768	126115767	2729=1X847=
126115768	126116767	847=1X2686=
126116768	126117767	2686=
126117768	126118767	2686=
126118768	126119767	2686=1X1209=
126119768	126120767	1209=1X3952=
126120768	126121767	3952=
126121768	126122767	3952=
126122768	126123767	3952=
126123768	126124767	3952=1X653=
126124768	126125767	653=1X801=
126125768	126126767	801=1X1749=
126126768	126127767	1749=1X1127=
126127768	126128767	1127=1X533=
126128768	126129767	533=1X128=1X416=1X129=
126129768	126130767	129=679D50=1X10=1X6=1X29=1020D
126130768	126131767	1020D6925=
126131768	126132767	6925=
126132768	126133767	6925=
126133768	126134767	6925=
126134768	126135767	6925=
126135768	126136767	6925=
126136768	126137767	6925=
126137768	126138767	6925=1X2177=
126138768	126139767	2177=
126139768	126140767	2177=
126140768	126141767	2177=3739D
126141768	126142767	3739D
126142768	126143767	3739D
126143768	126144767	3739D8800=
126144768	126145767	8800=
126145768	126146767	8800=
126146768	126147767	8800=
126147768	126148767	8800=
126148768	126149767	8800=
126149768	126150767	8800=
126150768	126151767	8800=
126151768	126152767	8800=
126152768	126153767	8800=3058D
126153768	126154767	3058D
126154768	126155767	3058D
126155768	126156767	3058D118=1X7038=
126156768	126157767	7038=
126157768	126158767	7038=
126158768	126159767	7038=
126159768	126160767	7038=
126160768	126161767	7038=
126161768	126162767	7038=
126162768	126163767	7038=1019I2909=
126163768	126164767	2909=
126164768	126165767	2909=
126165768	126166767	2909=1X823=
126166768	126167767	823=1X386=1X53=1X16=1X7607=
126167768	126168767	7607=
126168768	126169767	7607=
126169768	126170767	7607=
126170768	126171767	7607=
126171768	126172767	7607=
126172768	126173767	7607=
126173768	126174767	7607=
126174768	126175767	7607=1X2650=
126175768	126176767	2650=
126176768	126177767	2650=
126177768	126178767	2650=1X470=1359D
126178768	126179767	1359D
126179768	126180767	1359D4173=
126180768	126181767	4173=
126181768	126182767	4173=
126182768	126183767	4173=
126183768	126184767	4173=1X4666=
126184768	126185767	4666=
126185768	126186767	4666=
126186768	126187767	4666=
126187768	126188767	4666=1X539=
126188768	126189767	539=48562I663=
126189768	126190767	663=1X2399=
126190768	126191767	2399=
126191768	126192767	2399=1X2457=
126192768	126193767	2457=
126193768	126194767	2457=1X386=
126194768	126195767	386=1X605=1700I13929=
126195768	126196767	13929=
126196768	126197767	13929=
126197768	126198767	13929=
126198768	126199767	13929=
126199768	126200767	13929=
126200768	126201767	13929=
126201768	126202767	13929=
126202768	126203767	13929=
126203768	126204767	13929=
126204768	126205767	13929=
126205768	126206767	13929=
126206768	126207767	13929=
126207768	126208767	13929=
126208768	126209767	13929=2037D
126209768	126210767	2037D
126210768	126211767	2037D2507=
126211768	126212767	2507=
126212768	126213767	2507=
126213768	126214767	2507=1X20=340I742=
126214768	126215767	742=1X546=1X2429=
126215768	126216767	2429=
126216768	126217767	2429=
126217768	126218767	2429=1X351=1X1301=
126218768	126219767	1301=340D
126219768	126220767	340D793=1X2844=
126220768	126221767	2844=
126221768	126222767	2844=
126222768	126223767	2844=1I4=1D112=1X2446=
126223768	126224767	2446=
126224768	126225767	2446=
126225768	126226767	2446=1X834=
126226768	126227767	834=1X232=1X337=681D
126227768	126228767	681D1164=
126228768	126229767	1164=1X674=
126229768	126230767	674=1X1872=
126230768	126231767	1872=
126231768	126232767	1872=1I1648=
126232768	126233767	1648=1X2276=
126233768	126234767	2276=
126234768	126235767	2276=
126235768	126236767	2276=1X500=3005D
126236768	126237767	3005D
126237768	126238767	3005D
126238768	126239767	3005D1113=
126239768	126240767	1113=1X1580=
126240768	126241767	1580=
126241768	126242767	1580=1X5610=
126242768	126243767	5610=
126243768	126244767	5610=
126244768	126245767	5610=
126245768	126246767	5610=
126246768	126247767	5610=1X2179=
126247768	126248767	2179=
126248768	126249767	2179=
126249768	126250767	2179=1X2460=
126250768	126251767	2460=
126251768	126252767	2460=3057D
126252768	126253767	3057D
126253768	126254767	3057D
126254768	126255767	3057D1830=
126255768	126256767	1830=
126256768	126257767	1830=1X5524=
126257768	126258767	5524=
126258768	126259767	5524=
126259768	126260767	5524=
126260768	126261767	5524=
126261768	126262767	5524=1X365=
126262768	126263767	365=1X47=1X2377=
126263768	126264767	2377=
126264768	126265767	2377=1X3109=
126265768	126266767	3109=
126266768	126267767	3109=
126267768	126268767	3109=1X6804=
126268768	126269767	6804=
126269768	126270767	6804=
126270768	126271767	6804=
126271768	126272767	6804=
126272768	126273767	6804=
126273768	126274767	6804=
126274768	126275767	6804=1X805=
126275768	126276767	805=1X3857=
126276768	126277767	3857=
126277768	126278767	3857=
126278768	126279767	3857=
126279768	126280767	3857=1X160=1X234=1I2298=
126280768	126281767	2298=
126281768	126282767	2298=
126282768	126283767	2298=1X9263=
126283768	126284767	9263=
126284768	126285767	9263=
126285768	126286767	9263=
126286768	126287767	9263=
126287768	126288767	9263=
126288768	126289767	9263=
126289768	126290767	9263=
126290768	126291767	9263=
126291768	126292767	9263=1X2802=
126292768	126293767	2802=
126293768	126294767	2802=
126294768	126295767	2802=1X3777=
126295768	126296767	3777=
126296768	126297767	3777=
126297768	126298767	3777=1X2807=
126298768	126299767	2807=
126299768	126300767	2807=
126300768	126301767	2807=1X5=1X1642=
126301768	126302767	1642=
126302768	126303767	1642=1X2172=
126303768	126304767	2172=
126304768	126305767	2172=1X762=
126305768	126306767	762=
